id,permalink,username,text,date,polarity,pos_w,neu_w,neg_w
1386919292281688065,https://twitter.com/WellynaS_/status/1386919292281688065,WellynaS_,"eu amo esse cordel @LulaOficial #LulaPresidente2022
https://t.co/tzHVHweVDc",2021-04-27,0.0,0.0,1.0,0.0
1386887945408364546,https://twitter.com/iasminvercelino/status/1386887945408364546,iasminvercelino,"CIRO GOMES É DE DIREITA!

 #AgoraECiro #AgoraELula #LulaPresidente2022 #Lula2022 https://t.co/ZXiWtLReKo",2021-04-27,0.0,0.0,1.0,0.0
1386793835985084427,https://twitter.com/MauricioAirolde/status/1386793835985084427,MauricioAirolde,"#LulaPresidente2022
Esse é o nosso presidente!
Vamos a LUTA!!!
https://t.co/3028DSTUW3",2021-04-26,0.0,0.0,1.0,0.0
1386789511183601672,https://twitter.com/WendySampaioM/status/1386789511183601672,WendySampaioM,"É  Lula, Sim! 13 da sorte, 13 da esperança!
#LulaPresidente2022 
#ForaBolsonaro https://t.co/uNCSOTyNHW",2021-04-26,0.0,0.0,1.0,0.0
1386765273068449799,https://twitter.com/WilsonA86070763/status/1386765273068449799,WilsonA86070763,Homi vamos espera o resultado final dessa CPI depôs nos comemora até agora não vil da em nada contra esse presidente tomara q de dessa vez se não 2022 da e Lula no primeiro turno 🙏🙏🙏🙏🙏🙏 https://t.co/jOxGgwb9Dp,2021-04-26,-0.296,0.0,0.936,0.064
1386719066405195786,https://twitter.com/ClaudiaBahia_13/status/1386719066405195786,ClaudiaBahia_13,O tempo é o senhor de tudo só o tempo cura tudo #LulaPresidente2022 https://t.co/aGRGfojI59,2021-04-26,0.0,0.0,1.0,0.0
1386718786921893893,https://twitter.com/MarceloLira_ITZ/status/1386718786921893893,MarceloLira_ITZ,"Ontem no churrasco, meu irmão chegou com potão de amaciante de carne.
Nos governos do @ptbrasil nunca precisávamos usar amaciante na carne, era só PICANHA e FILÉ.
Amaciante 🍖 era tipo caviar, nunca via, nem comia, só ouvia falar. 😂
#LulaPresidente2022 
#ForaBolsonaroGenocida",2021-04-26,-0.296,0.0,0.944,0.056
1386681049271480331,https://twitter.com/MauricioAirolde/status/1386681049271480331,MauricioAirolde,"#LulaInocente
#LulaPresidente2022
Lula esperança do Brasil!
https://t.co/nO5IoFZGmJ",2021-04-26,0.0,0.0,1.0,0.0
1386679759724290052,https://twitter.com/PenhaCristina6/status/1386679759724290052,PenhaCristina6,"Bom dia. Lula presidente,2022. https://t.co/fiPHoelakx",2021-04-26,0.0,0.0,1.0,0.0
1386670811206070279,https://twitter.com/PenhaCristina6/status/1386670811206070279,PenhaCristina6,"Lula presidente,2022. https://t.co/GGinTTzJ4r",2021-04-26,0.0,0.0,1.0,0.0
1386632520092037122,https://twitter.com/cosmo_alexandre/status/1386632520092037122,cosmo_alexandre,"A Era @LulaOficial Bom dia 🙌 a todos!!
#LulaPresidente2022 👇🏻 https://t.co/uqlnMcwv3L",2021-04-26,0.0,0.0,1.0,0.0
1386624002953732096,https://twitter.com/dley59/status/1386624002953732096,dley59,"#LulaPresidente2022 

Doa a Quem Doer, VACINA É CORONAVAC(Chinesa) e Candidato Presidente do Brasil é LUIZ INÁCIO LULA DA SILVA DO PT! 🤔😏😂😂😂 https://t.co/SxCTzZc3yI",2021-04-26,-0.5562,0.0,0.826,0.174
1386615661166841860,https://twitter.com/rinaldocobrador/status/1386615661166841860,rinaldocobrador,Bom dia companheiros! Q todos tenham vida em abundância! Paz e Bem! #LulaPresidente2022,2021-04-26,0.0,0.0,1.0,0.0
1386547353663025153,https://twitter.com/OsvaldoInocnci2/status/1386547353663025153,OsvaldoInocnci2,"#Cidade de #Onde Vc #Vota13 em #2022
SOMOS TODOS #13 
SOMOS TODOS #LULA2022 
#BRASILé13 
#LulaPresidente2022 @DaysePirralha @ptbrasil @ComiteLula @FlorianoLulaLah @LulaDebochadoBR @PTPaulista13 @JampaWebJornal @LulaOficial @JANI_VALVERD @smafiosataliban @Fabiomarbinho https://t.co/SqAPXYWq6U",2021-04-26,0.0,0.0,1.0,0.0
1386527899784732672,https://twitter.com/PenhaCristina6/status/1386527899784732672,PenhaCristina6,"Lula presidente,2022. https://t.co/owLOwy6fVu",2021-04-26,0.0,0.0,1.0,0.0
1386519173724090371,https://twitter.com/PenhaCristina6/status/1386519173724090371,PenhaCristina6,"Lula presidente,2022. https://t.co/W2E5GUWyx3",2021-04-26,0.0,0.0,1.0,0.0
1386508850375823364,https://twitter.com/OsvaldoInocnci2/status/1386508850375823364,OsvaldoInocnci2,"Osvaldo Inocencio 
#13 #Lula2022 #LulaPresidente2022 #PT-sbc  @ptbrasil @gleisi @DaysePirralha @LulaOficial @ComiteLula @FlorianoLulaLah @PTPaulista13 @JANI_VALVERD @jairbolsonaro @joaodoria45 https://t.co/80E1w7EZEq",2021-04-26,0.0,0.0,1.0,0.0
1386485268870488072,https://twitter.com/marksjoma/status/1386485268870488072,marksjoma,"#RepublicaTotalitariaCoronazista 
LULA DA SILVA, CANDIDATO À PRESIDÊNCIA EM 2022? PATROCINADORES, ESQUERDAS À SERVIÇO DA NOM, APOIOS DE GEORGE SOROS E ASSECLAS TERRORISTAS, CONGRESSO NACIONAL E STF, MAIS PUXADINHO TSE, EM 2022, ALEXANDRE MORAES, PRESIDENTE DA FRAUDE? ISSO MESMO?",2021-04-26,0.0,0.0,1.0,0.0
1386454473686585345,https://twitter.com/PenhaCristina6/status/1386454473686585345,PenhaCristina6,"Eu também quero. Lula presidente,2022. https://t.co/uTPYZwekDD",2021-04-25,0.0,0.0,1.0,0.0
1386446567146672132,https://twitter.com/Alessan53217499/status/1386446567146672132,Alessan53217499,Então é isso a galera do voto impresso quer o censo eletrônico #Dilmaresistente #LulaPresidente2022 #Lula2022 #Felipeneto #uol #folha #g1 #BBBB21 #NoLimite #DomingaoDoFaustao,2021-04-25,0.34,0.118,0.882,0.0
1386419359799668736,https://twitter.com/PenhaCristina6/status/1386419359799668736,PenhaCristina6,"Com certeza. Lula presidente,2022. https://t.co/jCyFJQig14",2021-04-25,0.0,0.0,1.0,0.0
1386404061490991109,https://twitter.com/LombardeEmilia/status/1386404061490991109,LombardeEmilia,Reconhecimento que Lula foi um grande presidente. Impossível de se negar. #LulaPresidente2022 https://t.co/J3YqWlGeDh,2021-04-25,0.0,0.0,1.0,0.0
1386367452683120640,https://twitter.com/mellglitter/status/1386367452683120640,mellglitter,"Uma mulher com os cachos em dia não quer guerra com ninguém! Só com Bolsonaro! 😏
#LulaPresidente2022 
#ForaBolsonaro 
@todecacho https://t.co/9W09QAVaCU",2021-04-25,0.0,0.0,1.0,0.0
1386357833097166850,https://twitter.com/MauricioAirolde/status/1386357833097166850,MauricioAirolde,"#RevolucaodosCravos 
#LulaPresidente2022 esse é o caminho para nossa revolução. 
Pra cima dessa elite fascista. https://t.co/2oorGsQxAK",2021-04-25,0.0,0.0,1.0,0.0
1386357131721445380,https://twitter.com/MauricioAirolde/status/1386357131721445380,MauricioAirolde,"#LulaPresidente2022 
#PTSolidario
Só feras, show!!! https://t.co/6JMJjwEiDN",2021-04-25,0.0,0.0,1.0,0.0
1386308476813651975,https://twitter.com/dley59/status/1386308476813651975,dley59,"#LulaPresidente2022 

Está História, é CABELUDA!!!

👉🏿 Se Fosse com o LULA do PT, O Lula já estaria na PAPUDA, já que Todos os Processos d'Ele agora vai para Brasília!!!

👉🏿 Alguém Aí Tem Alguma DÚVIDA?, HEIN???😏 https://t.co/7aXuyoB7nT",2021-04-25,0.0,0.0,1.0,0.0
